Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted,player_clean_cleaned
2012,Steelers,,ivan taylor  ike taylor,placed on ir with ankle injury,,,,12/26/2012,,ivan taylor ike taylor,ivan taylor ike
2012,Jets,,aaron berry,placed on ir with hamstring injury,,,,12/27/2012,,aaron berry,aaron berry
2012,Raiders,,richard seymour,placed on ir with hamstring injury,,,,12/27/2012,,richard seymour,richard seymour
2012,49ers,,mario manningham,placed on ir with knee injury,,,,12/28/2012,,mario manningham,mario manningham
2012,Bengals,,mike nugent,placed on ir with strained right calf,,,,12/28/2012,,mike nugent,mike nugent
2012,Jaguars,,maurice jones-drew,placed on ir with foot injury,,,,12/28/2012,,maurice jones-drew,maurice jones-drew
2012,Saints,,pierre thomas,placed on ir with knee injury,,,,12/28/2012,,pierre thomas,pierre thomas
2012,Steelers,,burnell mike wallace,placed on ir with hip injury,,,,12/28/2012,,burnell mike wallace,burnell mike wallace
2012,Steelers,,curtis brown jamall,placed on ir with ankle injury,,,,12/28/2012,,curtis brown jamall,curtis brown jamall
2012,Steelers,,mike adams b 1990-03-10,placed on ir with ankle injury,,,,12/28/2012,,mike adams b --,mike adams
2012,Titans,,colin mccarthy,placed on ir with concussion,,,,12/28/2012,,colin mccarthy,colin mccarthy
2012,Chiefs,,terrance copper,placed on ir with knee injury,,,,12/29/2012,,terrance copper,terrance copper
2012,Lions,,sammie hill  sammie lee hill,placed on ir with toe injury,,,,12/29/2012,,sammie hill sammie lee hill,sammie hill lee
2012,Raiders,,phillip adams,placed on ir with groin injury,,,,12/29/2012,,phillip adams,phillip adams
2012,Seahawks,,walter thurmond iii,placed on ir with hamstring injury,,,,12/31/2012,,walter thurmond iii,walter thurmond iii
2012,Texans,,darryl sharpton,placed on ir with hip injury,,,,1/1/2013,,darryl sharpton,darryl sharpton
2012,Redskins,,domonique johnson  dj johnson,placed on ir with knee injury,,,,1/4/2013,,domonique johnson dj johnson,domonique johnson dj
2012,Texans,,tim dobbins,placed on ir with ankle injury,,,,1/4/2013,,tim dobbins,tim dobbins
2012,Seahawks,,chris clemons b 1981-10-30,placed on ir with torn acl in left knee,,,,1/9/2013,,chris clemons b --,chris clemons
2012,Seahawks,,steven hauschka,placed on ir with calf injury,,,,1/9/2013,,steven hauschka,steven hauschka
2012,Ravens,,jah reid,placed on ir with toe injury,,,,1/11/2013,,jah reid,jah reid
2012,Patriots,,rob gronkowski,placed on ir with fractured forearm,,,,1/17/2013,,rob gronkowski,rob gronkowski
2013,Patriots,,quentin hines,placed on ir with torn labrum in shoulder,,,,5/7/2013,,quentin hines,quentin hines
2013,Steelers,,anthony rashad white,placed on ir with undisclosed injury,,,,5/7/2013,,anthony rashad white,anthony rashad white
2013,Cowboys,,brian price larisso,placed on ir with undisclosed injury,,,,5/10/2013,,brian price larisso,brian price larisso
2013,Bills,,kevin norrell,placed on ir with undisclosed injury,,,,5/15/2013,,kevin norrell,kevin norrell
2013,Seahawks,,chandler fenner,placed on ir with undisclosed injury,,,,5/15/2013,,chandler fenner,chandler fenner
2013,Dolphins,,chas alecxih,placed on ir with undisclosed injury,,,,5/16/2013,,chas alecxih,chas alecxih
2013,Chiefs,,luke patterson,placed on ir with undisclosed injury,,,,5/17/2013,,luke patterson,luke patterson
2013,Dolphins,,taylor stockemer,placed on ir with undisclosed injury,,,,5/17/2013,,taylor stockemer,taylor stockemer
2013,Giants,,antonio dennard,placed on ir with undisclosed injury,,,,5/17/2013,,antonio dennard,antonio dennard
2013,Giants,,michael palmer,placed on ir with undisclosed injury,,,,5/17/2013,,michael palmer,michael palmer
2013,Cardinals,,javone lawson,placed on ir with achilles tendon injury,,,,5/22/2013,,javone lawson,javone lawson
2013,Panthers,,logan brock,placed on ir with undisclosed injury,,,,5/23/2013,,logan brock,logan brock
2013,Rams,,cj akins,placed on ir with achilles tendon injury,,,,5/29/2013,,cj akins,cj akins
2013,Seahawks,,anthony mccoy,placed on ir with achilles tendon injury,,,,5/29/2013,,anthony mccoy,anthony mccoy
2013,Patriots,,tj moe,placed on ir with achilles tendon injury,,,,6/3/2013,,tj moe,tj moe
2013,Steelers,,zack pianalto,placed on ir with calf injury,,,,6/4/2013,,zack pianalto,zack pianalto
2013,Cowboys,,robert callaway  rob callaway,placed on ir recovering from microfracture surgery on knee,,,,6/6/2013,,robert callaway rob callaway,robert callaway rob
2013,Steelers,,justin king,placed on ir with hamstring injury,,,,6/6/2013,,justin king,justin king
2013,Falcons,,adam nissley,placed on ir with undisclosed injury,,,,6/7/2013,,adam nissley,adam nissley
2013,49ers,,alex debniak,placed on ir with undisclosed injury,,,,6/11/2013,,alex debniak,alex debniak
2013,Redskins,,doug worthington,placed on ir with biceps injury,,,,6/13/2013,,doug worthington,doug worthington
2013,Redskins,,deangelo peterson,placed on ir with foot injury,,,,6/13/2013,,deangelo peterson,deangelo peterson
2013,49ers,,brandon carswell,placed on ir with torn acl in right knee,,,,6/19/2013,,brandon carswell,brandon carswell
2013,Panthers,,rj webb,placed on ir with torn acl in right knee,,,,6/20/2013,,rj webb,rj webb
2013,Rams,,phillip steward,placed on ir with achilles tendon injury,,,,7/18/2013,,phillip steward,phillip steward
2013,Jets,,thomas mayo,placed on ir with knee injury,,,,7/24/2013,,thomas mayo,thomas mayo
2013,Texans,,phillip supernaw,placed on ir with foot injury,,,,7/26/2013,,phillip supernaw,phillip supernaw
2013,Broncos,,lucas reed,placed on ir with hamstring injury,,,,7/28/2013,,lucas reed,lucas reed
2013,Chargers,,jonas mouton,placed on ir with torn acl in right knee,,,,7/28/2013,,jonas mouton,jonas mouton
2013,Jets,,aaron berry,placed on ir with torn acl in knee,,,,7/28/2013,,aaron berry,aaron berry
2013,Eagles,,jason phillips wesley,placed on ir torn acl in right knee,,,,7/29/2013,,jason phillips wesley,jason phillips wesley
2013,Broncos,,dan koppen,placed on ir with torn acl in left knee,,,,7/30/2013,,dan koppen,dan koppen
2013,Colts,,brandon mckinney,placed on ir with left knee injury,,,,7/30/2013,,brandon mckinney,brandon mckinney
2013,Eagles,,jeremy maclin,placed on ir with torn acl in right knee,,,,7/30/2013,,jeremy maclin,jeremy maclin
2013,49ers,,darius fleming,placed on ir with torn acl in knee,,,,7/31/2013,,darius fleming,darius fleming
2013,Rams,,braden brown,placed on ir with back injury,,,,7/31/2013,,braden brown,braden brown
2013,Rams,,kevin saia,placed on ir with foot injury,,,,7/31/2013,,kevin saia,kevin saia
2013,Ravens,,spencer adkins,placed on ir with hamstring injury,,,,7/31/2013,,spencer adkins,spencer adkins
2013,Chargers,,chibuikem okoro  kenny okoro,placed on ir with undisclosed injury,,,,8/1/2013,,chibuikem okoro kenny okoro,chibuikem okoro kenny
2013,Cowboys,,ikponmwosa igbinosun,placed on ir with ankle injury,,,,8/1/2013,,ikponmwosa igbinosun,ikponmwosa igbinosun
2013,Dolphins,,armon binns,placed on ir with torn acl in knee,,,,8/1/2013,,armon binns,armon binns
2013,Dolphins,,jasper collins,placed on ir with undisclosed injury,,,,8/1/2013,,jasper collins,jasper collins
2013,Texans,,johnny adams b 1989-06-09,placed on ir with undisclosed injury,,,,8/1/2013,,johnny adams b --,johnny adams
2013,Chiefs,,colin kelly,placed on ir with knee injury,,,,8/2/2013,,colin kelly,colin kelly
2013,Colts,,scott lutrus,placed on ir with knee injury,,,,8/2/2013,,scott lutrus,scott lutrus
2013,Falcons,,saeed lee,placed on ir with undisclosed injury,,,,8/2/2013,,saeed lee,saeed lee
2013,Giants,,jeremy horne-murdock  jeremy horne,placed on ir with undisclosed injury,,,,8/2/2013,,jeremy horne-murdock,jeremy horne-murdock
2013,Seahawks,,greg herd b,placed on ir with undisclosed injury,,,,8/2/2013,,greg herd b,greg herd b
2013,Cowboys,,cameron sheffield,placed on ir with groin injury,,,,8/3/2013,,cameron sheffield,cameron sheffield
2013,Panthers,,linden gaydosh,placed on ir with back injury,,,,8/3/2013,,linden gaydosh,linden gaydosh
2013,Seahawks,,kenneth boatright,placed on ir with shoulder injury,,,,8/3/2013,,kenneth boatright,kenneth boatright
2013,Dolphins,,brian thomas b,placed on ir with undisclosed injury,,,,8/4/2013,,brian thomas b,brian thomas b
2013,Patriots,,elvis fisher,placed on ir with knee injury,,,,8/4/2013,,elvis fisher,elvis fisher
2013,Patriots,,lavasier tuinei,placed on ir with shoulder injury,,,,8/4/2013,,lavasier tuinei,lavasier tuinei
2013,Steelers,,nik embernate,placed on ir with knee injury,,,,8/4/2013,,nik embernate,nik embernate
2013,Jaguars,,stephane milhim,placed on ir with foot injury,,,,8/6/2013,,stephane milhim,stephane milhim
2013,Jaguars,,taylor price,placed on ir with foot injury,,,,8/6/2013,,taylor price,taylor price
2013,Jets,,marcus davis,placed on ir with undisclosed injury,,,,8/6/2013,,marcus davis,marcus davis
2013,Raiders,,johnny jones iii,placed on ir with undisclosed injury,,,,8/6/2013,,johnny jones iii,johnny jones iii
2013,Cardinals,,everrette thompson,placed on ir with arm injury,,,,8/7/2013,,everrette thompson,everrette thompson
2013,Cardinals,,laron byrd,placed on ir with concussion,,,,8/7/2013,,laron byrd,laron byrd
2013,Chargers,,devan walker,placed on ir with knee injury,,,,8/7/2013,,devan walker,devan walker
2013,Packers,,sederrik cunningham,placed on ir with wrist injury,,,,8/7/2013,,sederrik cunningham,sederrik cunningham
2013,Saints,,chris givens b 1989-12-06,placed on ir with undisclosed injury,,,,8/7/2013,,chris givens b --,chris givens
2013,Titans,,matthew pierce  matt pierce,placed on ir with undisclosed injury,,,,8/7/2013,,matthew pierce matt pierce,matthew pierce matt
2013,Vikings,,nathan williams a,placed on ir with undisclosed injury,,,,8/7/2013,,nathan williams a,nathan williams a
2013,Bears,,kelvin hayden,placed on ir with torn left hamstring,,,,8/8/2013,,kelvin hayden,kelvin hayden
2013,Bengals,,larry black a,placed on ir with dislocated right ankle,,,,8/8/2013,,larry black a,larry black a
2013,Broncos,,justin boren,placed on ir with toe injury,,,,8/8/2013,,justin boren,justin boren
2013,Cowboys,,monte taylor,placed on ir with undisclosed injury,,,,8/8/2013,,monte taylor,monte taylor
2013,Eagles,,arrelious benn,placed on ir with torn acl in left knee,,,,8/8/2013,,arrelious benn,arrelious benn
2013,Jets,,vidal hazelton,placed on ir with knee injury,,,,8/8/2013,,vidal hazelton,vidal hazelton
2013,Steelers,,curtis mcneal,placed on ir with undisclosed injury,,,,8/8/2013,,curtis mcneal,curtis mcneal
2013,Buccaneers,,marvin booker,placed on ir with undisclosed injury,,,,8/9/2013,,marvin booker,marvin booker
2013,Chiefs,,dustin waldron,placed on ir with dislocated kneecap,,,,8/9/2013,,dustin waldron,dustin waldron
2013,Colts,,justin anderson k,placed on ir with pectoral muscle injury,,,,8/9/2013,,justin anderson k,justin anderson k
2013,Cowboys,,jeff olson,placed on ir,,,,8/9/2013,,jeff olson,jeff olson
2013,Dolphins,,cameron marshall,placed on ir with hamstring injury,,,,8/9/2013,,cameron marshall,cameron marshall
2013,Falcons,,mike johnson p,"placed on ir with fractured fibula, dislocated ankle in left leg",,,,8/9/2013,,mike johnson p,mike johnson p
2013,Giants,,kris adams,placed on ir with fractured ankle,,,,8/13/2013,,kris adams,kris adams
2013,Jets,,john griffin anthony,placed on ir with undisclosed injury,,,,8/13/2013,,john griffin anthony,john griffin anthony
2013,Lions,,carmen messina,placed on ir with undisclosed injury,,,,8/13/2013,,carmen messina,carmen messina
2013,Patriots,,brandon ford,placed on ir with undisclosed injury,,,,8/13/2013,,brandon ford,brandon ford
2013,Redskins,,phillip thomas b 1989-03-01,placed on ir with torn lisfranc ligament in left foot,,,,8/13/2013,,phillip thomas b --,phillip thomas
2013,Steelers,,plaxico burress,placed on ir with torn rotator cuff in right shoulder,,,,8/13/2013,,plaxico burress,plaxico burress
2013,Texans,,evan frierson,placed on ir with undisclosed injury,,,,8/13/2013,,evan frierson,evan frierson
2013,Colts,,justin hickman,placed on ir with lisfranc injury in foot,,,,8/14/2013,,justin hickman,justin hickman
2013,Colts,,quinton spears,placed on ir with hamstring injury,,,,8/14/2013,,quinton spears,quinton spears
2013,Cowboys,,james nelson,placed on ir with ankle injury,,,,8/14/2013,,james nelson,james nelson
2013,Bills,,mike caussin,placed on ir with hip injury,,,,8/15/2013,,mike caussin,mike caussin
2013,Patriots,,tyronne green,placed on ir with undisclosed injury,,,,8/15/2013,,tyronne green,tyronne green
2013,Bills,,kevin elliott,placed on ir with torn acl in knee,,,,8/19/2013,,kevin elliott,kevin elliott
2013,Chargers,,danario alexander,placed on ir with torn acl in right knee,,,,8/19/2013,,danario alexander,danario alexander
2013,Colts,,dan moore,placed on ir with shoulder injury,,,,8/19/2013,,dan moore,dan moore
2013,Saints,,kenyon coleman,placed on ir with torn pectoral muscle,,,,8/19/2013,,kenyon coleman,kenyon coleman
2013,Cowboys,,alex albright,placed on ir with back injury,,,,8/20/2013,,alex albright,alex albright
2013,Cowboys,,toby jackson,placed on ir with undisclosed injury,,,,8/20/2013,,toby jackson,toby jackson
2013,Cowboys,,travis chappelear,placed on ir with undisclosed injury,,,,8/20/2013,,travis chappelear,travis chappelear
2013,Dolphins,,dustin keller,"placed on ir with torn acl, mcl, pcl in right knee",,,,8/20/2013,,dustin keller,dustin keller
2013,Lions,,cory greenwood,placed on ir with shoulder injury,,,,8/20/2013,,cory greenwood,cory greenwood
2013,Patriots,,rj mattes,placed on ir with ankle injury,,,,8/20/2013,,rj mattes,rj mattes
2013,Saints,,aj davis b,placed on ir with undisclosed injury,,,,8/20/2013,,aj davis b,aj davis b
2013,Bills,,keith williams phillip,placed on ir with undisclosed injury,,,,8/21/2013,,keith williams phillip,keith williams phillip
2013,Giants,,chris degeare,placed on ir with torn mcl in knee,,,,8/21/2013,,chris degeare,chris degeare
2013,Giants,,keith carlos,placed on ir with undisclosed injury,,,,8/21/2013,,keith carlos,keith carlos
2013,Jets,,lex hilliard,placed on ir with shoulder injury,,,,8/21/2013,,lex hilliard,lex hilliard
2013,Raiders,,eddy carmona,placed on ir with undisclosed injury,,,,8/21/2013,,eddy carmona,eddy carmona
2013,Raiders,,john wetzel,placed on ir with knee injury,,,,8/21/2013,,john wetzel,john wetzel
2013,49ers,,darcel mcbath,placed on ir with left foot injury,,,,8/22/2013,,darcel mcbath,darcel mcbath
2013,Panthers,,bruce campbell,placed on ir with rotator cuff injury,,,,8/24/2013,,bruce campbell,bruce campbell
2013,Panthers,,kealoha pilares,placed on ir with knee injury,,,,8/24/2013,,kealoha pilares,kealoha pilares
2013,Panthers,,michael zordich,placed on ir with torn acl in knee,,,,8/24/2013,,michael zordich,michael zordich
2013,Colts,,lawrence sidbury jr,placed on ir with shoulder injury,,,,8/25/2013,,lawrence sidbury jr,lawrence sidbury jr
2013,Browns,,dion lewis,placed on ir with fractured fibula,,,,8/26/2013,,dion lewis,dion lewis
2013,Chargers,,byron jerideau,placed on ir with shoulder injury,,,,8/26/2013,,byron jerideau,byron jerideau
2013,Chargers,,steve williams dwain,placed on ir with torn pectoral muscle,,,,8/26/2013,,steve williams dwain,steve williams dwain
2013,Giants,,stevie brown,placed on ir with torn acl in left knee,,,,8/26/2013,,stevie brown,stevie brown
2013,Jaguars,,jeremy harris,placed on ir with back injury,,,,8/26/2013,,jeremy harris,jeremy harris
2013,Lions,,john drew,placed on ir with undisclosed injury,,,,8/26/2013,,john drew,john drew
2013,Lions,,ross weaver,placed on ir with undisclosed injury,,,,8/26/2013,,ross weaver,ross weaver
2013,Panthers,,edmund kugbila,placed on ir with hamstring injury,,,,8/26/2013,,edmund kugbila,edmund kugbila
2013,Patriots,,cory grissom,placed on ir with knee injury,,,,8/26/2013,,cory grissom,cory grissom
2013,Patriots,,markus zusevics,placed on ir with undisclosed injury,,,,8/26/2013,,markus zusevics,markus zusevics
2013,Ravens,,adrian hamilton,placed on ir with wrist injury,,,,8/26/2013,,adrian hamilton,adrian hamilton
2013,Redskins,,keenan robinson,placed on ir with torn left pectoral muscle,,,,8/26/2013,,keenan robinson,keenan robinson
2013,Seahawks,,jesse williams b,placed on ir with knee injury,,,,8/26/2013,,jesse williams b,jesse williams b
2013,Steelers,,nick williams b 1990-02-21,placed on ir with knee injury,,,,8/26/2013,,nick williams b --,nick williams
2013,49ers,,chris culliver,placed on ir with torn acl in knee,,,,8/27/2013,,chris culliver,chris culliver
2013,Bengals,,sean porter,placed on ir with shoulder injury,,,,8/27/2013,,sean porter,sean porter
2013,Broncos,,greg orton carlton,placed on ir with ankle injury,,,,8/27/2013,,greg orton carlton,greg orton carlton
2013,Broncos,,quincy mcduffie,placed on ir with hamstring injury,,,,8/27/2013,,quincy mcduffie,quincy mcduffie
2013,Broncos,,quinton carter,placed on ir with left knee injury,,,,8/27/2013,,quinton carter,quinton carter
2013,Buccaneers,,anthony gaitor,placed on ir with torn acl in knee,,,,8/27/2013,,anthony gaitor,anthony gaitor
