Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted
2010,Broncos,,kenny mckinley,placed on ir with knee injury,,,,8/6/2010,,kenny mckinley
2010,Chargers,,bryan walters,placed on ir,,,,8/6/2010,,bryan walters
2010,Jaguars,,jason harmon b,placed on ir,,,,8/6/2010,,jason harmon b
2010,Rams,,chris hovan,placed on ir with back injury,,,,8/6/2010,,chris hovan
2010,Ravens,,walt harris lee,placed on ir with achilles tendon injury,,,,8/6/2010,,walt harris lee
2010,Browns,,chris roberson,placed on ir with right leg injury,,,,8/7/2010,,chris roberson
2010,Buccaneers,,matt ohanlon,placed on ir,,,,8/7/2010,,matt ohanlon
2010,Packers,,jeff moturi,placed on ir with knee injury,,,,8/7/2010,,jeff moturi
2010,Rams,,mark lewis b,placed on ir for undisclosed reasons,,,,8/7/2010,,mark lewis b
2010,Chiefs,,tervaris johnson,placed on ir with leg injury,,,,8/8/2010,,tervaris johnson
2010,Giants,,rueben riley,placed on ir,,,,8/8/2010,,rueben riley
2010,Jaguars,,nate hughes,placed on ir,,,,8/8/2010,,nate hughes
2010,Seahawks,,anthony heygood,placed on ir,,,,8/8/2010,,anthony heygood
2010,Jaguars,,terrell whitehead,placed on ir,,,,8/8/2010,,terrell whitehead
2010,Bears,,mike teel,placed on ir,,,,8/9/2010,,mike teel
2010,Raiders,,jonathan holland,placed on ir with ankle injury,,,,8/9/2010,,jonathan holland
2010,Seahawks,,isaiah stanback,placed on ir,,,,8/9/2010,,isaiah stanback
2010,Seahawks,,ryan powdrell,placed on ir,,,,8/9/2010,,ryan powdrell
2010,Steelers,,tuff harris,placed on ir,,,,8/9/2010,,tuff harris
2010,Bears,,averell spicer,placed on ir,,,,8/10/2010,,averell spicer
2010,Cardinals,,charles ali,placed on ir,,,,8/10/2010,,charles ali
2010,Lions,,joe cohen,placed on ir,,,,8/10/2010,,joe cohen
2010,49ers,,martail burnett,placed on ir with right knee injury,,,,8/11/2010,,martail burnett
2010,Bengals,,cordera eason,placed on ir with foot injury,,,,8/11/2010,,cordera eason
2010,Cowboys,,kevin brock,placed on ir,,,,8/11/2010,,kevin brock
2010,Cowboys,,titus ryan,placed on ir,,,,8/11/2010,,titus ryan
2010,Bears,,antonio robinson,placed on ir,,,,8/12/2010,,antonio robinson
2010,Bears,,harvey unga,placed on ir with right hamstring injury,,,,8/12/2010,,harvey unga
2010,Bills,,felton huggins,placed on ir,,,,8/12/2010,,felton huggins
2010,Dolphins,,evan oglesby,placed on ir with left ankle injury,,,,8/12/2010,,evan oglesby
2010,Packers,,josh bell,placed on ir,,,,8/12/2010,,josh bell
2010,Steelers,,andre frazier,placed on ir with knee injury,,,,8/12/2010,,andre frazier
2010,49ers,,scott mckillop,placed on ir with torn acl in left knee,,,,8/13/2010,,scott mckillop
2010,Cardinals,,keilen dykes,placed on ir,,,,8/13/2010,,keilen dykes
2010,Patriots,,ty warren,placed on ir with hip injury,,,,8/13/2010,,ty warren
2010,Eagles,,antoine harris,placed on ir with foot injury,,,,8/15/2010,,antoine harris
2010,Patriots,,torry holt,placed on ir with knee injury,,,,8/15/2010,,torry holt
2010,Chargers,,ali highsmith,placed on ir,,,,8/16/2010,,ali highsmith
2010,Colts,,david caldwell b,placed on ir,,,,8/16/2010,,david caldwell b
2010,Jets,,marlon davis,placed on ir,,,,8/16/2010,,marlon davis
2010,Lions,,jordon dizon,placed on ir with knee injury,,,,8/16/2010,,jordon dizon
2010,Panthers,,steve justice,placed on ir,,,,8/16/2010,,steve justice
2010,Saints,,lynell hamilton,placed on ir with knee injury,,,,8/16/2010,,lynell hamilton
2010,Texans,,ben tate b,placed on ir with ankle injury,,,,8/16/2010,,ben tate b
2010,Texans,,tim bulman,placed on ir with shoulder injury,,,,8/16/2010,,tim bulman
2010,Titans,,marcus howard,placed on ir,,,,8/16/2010,,marcus howard
2010,Bills,,ryan manalac,placed on ir,,,,8/17/2010,,ryan manalac
2010,Browns,,dave zastudil,placed on ir with right knee injury,,,,8/17/2010,,dave zastudil
2010,Browns,,johnathan haggerty,placed on ir,,,,8/17/2010,,johnathan haggerty
2010,Colts,,jamie silva,placed on ir,,,,8/18/2010,,jamie silva
2010,Lions,,richard dickson,placed on ir with knee injury,,,,8/18/2010,,richard dickson
2010,Titans,,stafon johnson,placed on ir with right ankle and leg injury,,,,8/18/2010,,stafon johnson
2010,49ers,,chris patrick,placed on ir with shoulder injury,,,,8/19/2010,,chris patrick
2010,Bears,,matt mayberry,placed on ir,,,,8/19/2010,,matt mayberry
2010,Colts,,donye mccleskey  donye mccleskey,placed on ir,,,,8/19/2010,,donye mccleskey
2010,Lions,,jahi word-daniels,placed on ir,,,,8/19/2010,,jahi word-daniels
2010,Lions,,matt clapp,placed on ir,,,,8/19/2010,,matt clapp
2010,Raiders,,charlie frye,placed on ir with right wrist injury,,,,8/19/2010,,charlie frye
2010,Redskins,,mike furrey,placed on ir with concussion,,,,8/19/2010,,mike furrey
2010,Vikings,,jaymar johnson,placed on ir with fractured left thumb,,,,8/19/2010,,jaymar johnson
2010,Buccaneers,,devon hall,placed on ir,,,,8/20/2010,,devon hall
2010,Jaguars,,freddy keiaho,placed on ir with concussion,,,,8/20/2010,,freddy keiaho
2010,Texans,,darnell bing,placed on ir with neck injury,,,,8/20/2010,,darnell bing
2010,Falcons,,kerry meier,placed on ir with knee injury,,,,8/21/2010,,kerry meier
2010,Bills,,danny batten,placed on ir with right shoulder injury (surgery),,,,8/23/2010,,danny batten
2010,Bills,,marcus easley,placed on ir with left knee injury,,,,8/23/2010,,marcus easley
2010,Colts,,jordan hemby,placed on ir,,,,8/23/2010,,jordan hemby
2010,Jets,,ropati pitoitua,placed on ir with left achilles tendon injury,,,,8/23/2010,,ropati pitoitua
2010,Lions,,roy schuening,placed on ir,,,,8/23/2010,,roy schuening
2010,Saints,,marcus mailei,placed on ir with undisclosed injury,,,,8/23/2010,,marcus mailei
2010,Bears,,eric peterman,placed on ir,,,,8/24/2010,,eric peterman
2010,Bengals,,andrew mitchell,placed on ir,,,,8/24/2010,,andrew mitchell
2010,Patriots,,kade weston,placed on ir with undisclosed injury,,,,8/24/2010,,kade weston
2010,Saints,,pj hill,placed on ir with left leg injury,,,,8/24/2010,,pj hill
2010,Browns,,kwaku danso,placed on ir,,,,8/24/2010,,kwaku danso
2010,Bills,,michael matthews,placed on ir,,,,8/25/2010,,michael matthews
2010,Giants,,michael greco,placed on ir,,,,8/25/2010,,michael greco
2010,Rams,,dominic douglas,placed on ir,,,,8/25/2010,,dominic douglas
2010,Lions,,trevor canfield,placed on ir,,,,8/26/2010,,trevor canfield
2010,Lions,,jared devries,placed on ir with knee injury,,,,8/27/2010,,jared devries
2010,Colts,,marcus mccauley,placed on ir with undisclosed injury,,,,8/28/2010,,marcus mccauley
2010,Bengals,,gibril wilson,"placed on ir with torn acl, mcl in left knee",,,,8/29/2010,,gibril wilson
2010,Colts,,kevin thomas c,placed on ir with knee injury,,,,8/30/2010,,kevin thomas c
2010,Lions,,david roach,placed on ir,,,,8/30/2010,,david roach
2010,Rams,,donnie avery,placed on ir with torn acl in right knee,,,,8/30/2010,,donnie avery
2010,Texans,,ben tate b,placed on ir,,,,8/30/2010,,ben tate b
2010,Texans,,trindon holliday,placed on ir with thumb injury,,,,8/30/2010,,trindon holliday
2010,Seahawks,,jonathan lewis,placed on ir with thumb injury,,,,8/30/2010,,jonathan lewis
2010,49ers,,brandon long,placed on ir,,,,8/31/2010,,brandon long
2010,Broncos,,tony carter lamar,placed on ir,,,,8/31/2010,,tony carter lamar
2010,Browns,,titus adams,placed on ir with leg injury,,,,8/31/2010,,titus adams
2010,Buccaneers,,jon alston b 1983-06-04,placed on ir with undisclosed injury,,,,8/31/2010,,jon alston b --
2010,Cardinals,,nehemiah broughton,placed on ir with torn acl in knee,,,,8/31/2010,,nehemiah broughton
2010,Chargers,,donald butler,placed on ir with achilles tendon injury,,,,8/31/2010,,donald butler
2010,Cowboys,,john phillips matthew,placed on ir with torn acl in right knee,,,,8/31/2010,,john phillips matthew
2010,Dolphins,,joey haynos,placed on ir,,,,8/31/2010,,joey haynos
2010,Dolphins,,nate garner,placed on ir with foot injury,,,,8/31/2010,,nate garner
2010,Eagles,,ricky sapp,placed on ir with knee injury,,,,8/31/2010,,ricky sapp
2010,Giants,,adrian tracy,placed on ir with elbow injury,,,,8/31/2010,,adrian tracy
2010,Giants,,jim sorgi,placed on ir with right shoulder injury,,,,8/31/2010,,jim sorgi
2010,Giants,,sinorice moss,placed on ir with sports hernia,,,,8/31/2010,,sinorice moss
2010,Jaguars,,danthony smith,placed on ir with achilles tendon injury,,,,8/31/2010,,danthony smith
2010,Jaguars,,john estes,placed on ir with knee injury,,,,8/31/2010,,john estes
2010,Lions,,jake nordin,placed on ir,,,,8/31/2010,,jake nordin
2010,Packers,,quinn porter,placed on ir with sprained mcl in left knee,,,,8/31/2010,,quinn porter
2010,Panthers,,hilee taylor,placed on ir with knee injury,,,,8/31/2010,,hilee taylor
2010,Panthers,,wallace wright,placed on ir with shoulder injury,,,,8/31/2010,,wallace wright
2010,Patriots,,bret lockett,placed on ir with chest injury,,,,8/31/2010,,bret lockett
2010,Patriots,,darryl richard,placed on ir with foot injury,,,,8/31/2010,,darryl richard
2010,Patriots,,josh barrett,placed on ir with shoulder injury,,,,8/31/2010,,josh barrett
2010,Patriots,,leigh bodden,placed on ir with shoulder injury,,,,8/31/2010,,leigh bodden
2010,Rams,,phil trautwein,placed on ir,,,,8/31/2010,,phil trautwein
2010,Ravens,,daniel sanders,placed on ir with shoulder injury,,,,8/31/2010,,daniel sanders
2010,Ravens,,marcus paschal,placed on ir with right leg injury,,,,8/31/2010,,marcus paschal
2010,Redskins,,malcolm kelly,placed on ir with knee injury,,,,8/31/2010,,malcolm kelly
2010,Vikings,,jeremy leman  j leman,placed on ir with toe injury,,,,8/31/2010,,jeremy leman j leman
2010,Bears,,will taufoou,placed on ir with right knee injury,,,,9/1/2010,,will taufoou
2010,Cardinals,,darren mougey,placed on ir,,,,9/1/2010,,darren mougey
2010,Falcons,,thomas johnson b 1981-06-24,placed on ir,,,,9/1/2010,,thomas johnson b --
2010,Jaguars,,cecil newton jr,placed on ir,,,,9/1/2010,,cecil newton jr
2010,Packers,,quinn porter,placed on ir,,,,9/1/2010,,quinn porter
2010,Titans,,kareem brown,placed on ir,,,,9/1/2010,,kareem brown
2010,Titans,,mike rivera,placed on ir,,,,9/1/2010,,mike rivera
2010,Ravens,,mike mclaughlin b,placed on ir with sports hernia,,,,9/2/2010,,mike mclaughlin b
2010,Broncos,,lendale white,placed on ir with achilles tendon injury,,,,9/3/2010,,lendale white
2010,Browns,,montario hardesty,placed on ir with left knee injury,,,,9/3/2010,,montario hardesty
2010,49ers,,chris patrick,placed on ir,,,,9/4/2010,,chris patrick
2010,49ers,,matt wilhelm,placed on ir,,,,9/4/2010,,matt wilhelm
2010,49ers,,scott mckillop,placed on ir,,,,9/4/2010,,scott mckillop
2010,Bears,,averell spicer,placed on ir,,,,9/4/2010,,averell spicer
2010,Bears,,brett basanez,placed on ir,,,,9/4/2010,,brett basanez
2010,Bengals,,andrew mitchell,placed on ir,,,,9/4/2010,,andrew mitchell
2010,Bengals,,gibril wilson,placed on ir,,,,9/4/2010,,gibril wilson
2010,Bills,,felton huggins,placed on ir,,,,9/4/2010,,felton huggins
2010,Bills,,joe klopfenstein,placed on ir,,,,9/4/2010,,joe klopfenstein
2010,Broncos,,brandon stokley,placed on ir for undisclosed reason,,,,9/4/2010,,brandon stokley
2010,Broncos,,braxton kelley,placed on ir,,,,9/4/2010,,braxton kelley
2010,Broncos,,elvis dumervil,placed on ir with pectoral injury,,,,9/4/2010,,elvis dumervil
2010,Broncos,,kenny mckinley,placed on ir,,,,9/4/2010,,kenny mckinley
2010,Broncos,,kyle eckel,placed on ir,,,,9/4/2010,,kyle eckel
2010,Browns,,dave zastudil,placed on ir,,,,9/4/2010,,dave zastudil
2010,Browns,,greg estandia,placed on ir,,,,9/4/2010,,greg estandia
2010,Browns,,johnathan haggerty,placed on ir,,,,9/4/2010,,johnathan haggerty
2010,Browns,,kwaku danso,placed on ir,,,,9/4/2010,,kwaku danso
2010,Buccaneers,,brandon gilbeaux,placed on ir with ankle injury,,,,9/4/2010,,brandon gilbeaux
2010,Buccaneers,,demar dotson,placed on ir with undisclosed injury,,,,9/4/2010,,demar dotson
2010,Buccaneers,,jon alston b 1983-06-04,placed on ir,,,,9/4/2010,,jon alston b --
2010,Cardinals,,darren mougey,placed on ir,,,,9/4/2010,,darren mougey
2010,Cardinals,,keilen dykes,placed on ir,,,,9/4/2010,,keilen dykes
2010,Cardinals,,nehemiah broughton,placed on ir,,,,9/4/2010,,nehemiah broughton
2010,Chiefs,,chandler williams iii,placed on ir,,,,9/4/2010,,chandler williams iii
2010,Chiefs,,jerheme urban,placed on ir with finger injury,,,,9/4/2010,,jerheme urban
2010,Chiefs,,maurice leggett,placed on ir with neck injury,,,,9/4/2010,,maurice leggett
2010,Chiefs,,tervaris johnson,placed on ir,,,,9/4/2010,,tervaris johnson
2010,Colts,,brett swenson,placed on ir,,,,9/4/2010,,brett swenson
2010,Colts,,david caldwell b,placed on ir,,,,9/4/2010,,david caldwell b
2010,Colts,,donye mccleskey  donye mccleskey,placed on ir,,,,9/4/2010,,donye mccleskey
2010,Colts,,jamie silva,placed on ir,,,,9/4/2010,,jamie silva
2010,Colts,,jordan hemby,placed on ir,,,,9/4/2010,,jordan hemby
2010,Colts,,marcus mccauley,placed on ir,,,,9/4/2010,,marcus mccauley
2010,Colts,,tom santi,placed on ir,,,,9/4/2010,,tom santi
2010,Dolphins,,joey haynos,placed on ir,,,,9/4/2010,,joey haynos
2010,Dolphins,,kory sheets,placed on ir,,,,9/4/2010,,kory sheets
2010,Eagles,,antoine harris,placed on ir,,,,9/4/2010,,antoine harris
2010,Eagles,,marlin jackson,placed on ir,,,,9/4/2010,,marlin jackson
2010,Falcons,,thomas johnson b 1981-06-24,placed on ir,,,,9/4/2010,,thomas johnson b --
2010,Giants,,domenik hixon,placed on ir,,,,9/4/2010,,domenik hixon
2010,Giants,,jim sorgi,placed on ir,,,,9/4/2010,,jim sorgi
2010,Giants,,sinorice moss,placed on ir,,,,9/4/2010,,sinorice moss
2010,Jaguars,,bryan smith,placed on ir,,,,9/4/2010,,bryan smith
2010,Jaguars,,chris mcgaha,placed on ir,,,,9/4/2010,,chris mcgaha
2010,Jaguars,,freddy keiaho,placed on ir,,,,9/4/2010,,freddy keiaho
2010,Jaguars,,jason harmon b,placed on ir,,,,9/4/2010,,jason harmon b
2010,Jaguars,,kyle bosworth,placed on ir with undisclosed injury,,,,9/4/2010,,kyle bosworth
2010,Jaguars,,nate hughes,placed on ir,,,,9/4/2010,,nate hughes
2010,Jaguars,,terrell whitehead,placed on ir,,,,9/4/2010,,terrell whitehead
2010,Lions,,copeland bryan,placed on ir,,,,9/4/2010,,copeland bryan
2010,Lions,,jake nordin,placed on ir,,,,9/4/2010,,jake nordin
2010,Lions,,jared devries,placed on ir,,,,9/4/2010,,jared devries
2010,Lions,,joe cohen,placed on ir,,,,9/4/2010,,joe cohen
2010,Lions,,jordon dizon,placed on ir,,,,9/4/2010,,jordon dizon
2010,Lions,,richard dickson,placed on ir,,,,9/4/2010,,richard dickson
2010,Lions,,tj rushing,placed on ir,,,,9/4/2010,,tj rushing
2010,Lions,,trevor canfield,placed on ir,,,,9/4/2010,,trevor canfield
2010,Packers,,josh bell,placed on ir,,,,9/4/2010,,josh bell
2010,Packers,,quinn porter,placed on ir,,,,9/4/2010,,quinn porter
2010,Packers,,will blackmon,placed on ir with knee injury,,,,9/4/2010,,will blackmon
2010,Panthers,,cj davis,placed on ir with concussion,,,,9/4/2010,,cj davis
2010,Panthers,,duke robinson,placed on ir with knee injury,,,,9/4/2010,,duke robinson
2010,Panthers,,steve justice,placed on ir,,,,9/4/2010,,steve justice
2010,Panthers,,wallace wright,placed on ir,,,,9/4/2010,,wallace wright
2010,Patriots,,brandon mcgowan,placed on ir with chest injury,,,,9/4/2010,,brandon mcgowan
2010,Patriots,,kade weston,placed on ir,,,,9/4/2010,,kade weston
2010,Patriots,,leigh bodden,placed on ir,,,,9/4/2010,,leigh bodden
2010,Patriots,,ty warren,placed on ir,,,,9/4/2010,,ty warren
2010,Raiders,,charlie frye,placed on ir,,,,9/4/2010,,charlie frye
2010,Raiders,,jonathan holland,placed on ir,,,,9/4/2010,,jonathan holland
2010,Rams,,chris hovan,placed on ir,,,,9/4/2010,,chris hovan
2010,Rams,,eric young,placed on ir with knee injury,,,,9/4/2010,,eric young
2010,Rams,,kevin payne,placed on ir with knee injury,,,,9/4/2010,,kevin payne
2010,Rams,,phil trautwein,placed on ir,,,,9/4/2010,,phil trautwein
2010,Ravens,,daniel sanders,placed on ir,,,,9/4/2010,,daniel sanders
2010,Ravens,,david hale,placed on ir with back injury,,,,9/4/2010,,david hale
2010,Ravens,,domonique foxworth,placed on ir,,,,9/4/2010,,domonique foxworth
2010,Ravens,,kelly talavou,placed on ir with knee injury,,,,9/4/2010,,kelly talavou
2010,Ravens,,marcus paschal,placed on ir,,,,9/4/2010,,marcus paschal
2010,Ravens,,ramon harewood,placed on ir with knee injury,,,,9/4/2010,,ramon harewood
2010,Ravens,,stefan rodgers,placed on ir with ankle injury,,,,9/4/2010,,stefan rodgers
2010,Redskins,,mike furrey,placed on ir,,,,9/4/2010,,mike furrey
2010,Saints,,jonathan casillas,placed on ir with foot injury,,,,9/4/2010,,jonathan casillas
2010,Saints,,lynell hamilton,placed on ir,,,,9/4/2010,,lynell hamilton
2010,Saints,,marcus mailei,placed on ir,,,,9/4/2010,,marcus mailei
2010,Saints,,pj hill,placed on ir,,,,9/4/2010,,pj hill
2010,Seahawks,,anthony heygood,placed on ir,,,,9/4/2010,,anthony heygood
2010,Seahawks,,isaiah stanback,placed on ir,,,,9/4/2010,,isaiah stanback
2010,Seahawks,,jameson konz,placed on ir,,,,9/4/2010,,jameson konz
2010,Seahawks,,ray willis,placed on ir with knee injury,,,,9/4/2010,,ray willis
2010,Steelers,,limas sweed,placed on ir,,,,9/4/2010,,limas sweed
2010,Steelers,,tuff harris,placed on ir,,,,9/4/2010,,tuff harris
2010,Steelers,,willie colon,placed on ir,,,,9/4/2010,,willie colon
2010,Texans,,andre davis  andre davis a,placed on ir with hip/tailbone injury,,,,9/4/2010,,andre davis 
2010,Texans,,darnell bing,placed on ir,,,,9/4/2010,,darnell bing
2010,Texans,,justin griffith,placed on ir,,,,9/4/2010,,justin griffith
2010,Texans,,kris brown,placed on ir with foot injury,,,,9/4/2010,,kris brown
2010,Texans,,tim bulman,placed on ir,,,,9/4/2010,,tim bulman
2010,Texans,,trey stross,placed on ir,,,,9/4/2010,,trey stross
2010,Titans,,dominique lindsay,placed on ir,,,,9/4/2010,,dominique lindsay
2010,Titans,,kareem brown,placed on ir,,,,9/4/2010,,kareem brown
2010,Titans,,marcus howard,placed on ir,,,,9/4/2010,,marcus howard
2010,Titans,,mike rivera,placed on ir,,,,9/4/2010,,mike rivera
2010,Titans,,roderick hood  rod hood,placed on ir,,,,9/4/2010,,roderick hood
2010,Titans,,stafon johnson,placed on ir,,,,9/4/2010,,stafon johnson
2010,Vikings,,jaymar johnson,placed on ir with fractured left thumb,,,,9/4/2010,,jaymar johnson
2010,Vikings,,jeremy leman  j leman,placed on ir,,,,9/4/2010,,jeremy leman
2010,Panthers,,aaron francisco,placed on ir with hamstring injury,,,,9/4/2010,,aaron francisco
2010,Cardinals,,dean muhtadi,placed on ir,,,,9/4/2010,,dean muhtadi
2010,Bengals,,cordera eason,placed on ir,,,,9/4/2010,,cordera eason
2010,Bears,,woodny turenne,placed on ir,,,,9/5/2010,,woodny turenne
2010,Bengals,,taufui vakapuna  fui vakapuna,placed on ir with shoulder injury,,,,9/5/2010,,taufui vakapuna 
2010,Bills,,derek schouman,placed on ir with knee injury,,,,9/5/2010,,derek schouman
2010,Buccaneers,,jonathan compas,placed on ir with undisclosed injury,,,,9/5/2010,,jonathan compas
2010,Cardinals,,alfonso smith,placed on ir,,,,9/5/2010,,alfonso smith
2010,Cardinals,,chris johnson c,placed on ir,,,,9/5/2010,,chris johnson c
2010,Cardinals,,mark washington b 1985-08-20,placed on ir,,,,9/5/2010,,mark washington b --
2010,Chargers,,richie brockel,placed on ir,,,,9/5/2010,,richie brockel
2010,Colts,,glenn sharpe,placed on ir,,,,9/5/2010,,glenn sharpe
2010,Colts,,james williams g,placed on ir,,,,9/5/2010,,james williams g
2010,Colts,,taj smith,placed on ir,,,,9/5/2010,,taj smith
2010,Dolphins,,will allen d,placed on ir with left knee injury,,,,9/5/2010,,will allen d
2010,Falcons,,brandyn harvey,placed on ir,,,,9/5/2010,,brandyn harvey
2010,Giants,,alex hall,placed on ir with shoulder injury,,,,9/5/2010,,alex hall
2010,Giants,,courtney brown leonard,placed on ir with ankle injury,,,,9/5/2010,,courtney brown leonard
2010,Lions,,korey bosworth,placed on ir,,,,9/5/2010,,korey bosworth
2010,Packers,,allen barbre,placed on ir with back injury,,,,9/5/2010,,allen barbre
2010,Panthers,,jamie petrowski,placed on ir,,,,9/5/2010,,jamie petrowski
2010,Patriots,,george bussey,placed on ir,,,,9/5/2010,,george bussey
2010,Raiders,,alex daniels,placed on ir with undisclosed injury,,,,9/5/2010,,alex daniels
2010,Raiders,,jay richardson,placed on ir with knee injury,,,,9/5/2010,,jay richardson
2010,Raiders,,joey thomas,placed on ir with concussion,,,,9/5/2010,,joey thomas
2010,Redskins,,clint oldenburg,placed on ir,,,,9/5/2010,,clint oldenburg
2010,Redskins,,robert henson,placed on ir,,,,9/5/2010,,robert henson
2010,Steelers,,renauld williams,placed on ir,,,,9/5/2010,,renauld williams
2010,Texans,,derek fine,placed on ir,,,,9/5/2010,,derek fine
2010,Texans,,jeremiah johnson,placed on ir,,,,9/5/2010,,jeremiah johnson
2010,Colts,,tony ugoh,placed on ir with toe injury,,,,9/9/2010,,tony ugoh
2010,Jets,,kevin oconnell,placed on ir,,,,9/9/2010,,kevin oconnell
2010,Bills,,kawika mitchell,placed on ir with foot injury,,,,9/10/2010,,kawika mitchell
2010,Jaguars,,jarett dillard,placed on ir with left foot/toe injury,,,,9/11/2010,,jarett dillard
2010,Bears,,hunter hillenmeyer,placed on ir with concussion,,,,9/14/2010,,hunter hillenmeyer
2010,Eagles,,jamaal jackson,placed on ir with torn triceps in right arm (out for season),,,,9/14/2010,,jamaal jackson
2010,Eagles,,leonard weaver,placed on ir with torn acl in left knee (out for season),,,,9/14/2010,,leonard weaver
2010,Lions,,aaron berry,placed on ir with right shoulder injury,,,,9/14/2010,,aaron berry
2010,Packers,,justin harrell,placed on ir with torn acl in left knee,,,,9/14/2010,,justin harrell
2010,Packers,,ryan grant brett,placed on ir with ankle injury,,,,9/14/2010,,ryan grant brett
2010,Seahawks,,max unger,placed on ir with left toe injury,,,,9/14/2010,,max unger
2010,Texans,,connor barwin,placed on ir with right ankle injury,,,,9/14/2010,,connor barwin
2010,Chargers,,david binn,placed on ir with hamstring injury,,,,9/15/2010,,david binn
2010,Chiefs,,cameron sheffield,placed on ir with neck injury,,,,9/15/2010,,cameron sheffield
2010,Jets,,kris jenkins,placed on ir with torn acl in left knee,,,,9/15/2010,,kris jenkins
2010,Panthers,,todd carter,placed on ir,,,,9/15/2010,,todd carter
2010,Rams,,josh hull,placed on ir with torn acl in left knee,,,,9/15/2010,,josh hull
2010,Chargers,,james dearth,placed on ir with foot injury,,,,9/17/2010,,james dearth
2010,Panthers,,charly martin,placed on ir with concussion,,,,9/17/2010,,charly martin
2010,Browns,,kaluka maiava,placed on ir with right leg injury,,,,9/21/2010,,kaluka maiava
2010,Falcons,,jerious norwood,placed on ir with knee injury,,,,9/21/2010,,jerious norwood
2010,Jaguars,,luke mccown,placed on ir with torn acl in knee,,,,9/21/2010,,luke mccown
2010,Jaguars,,scotty mcgee,placed on ir with shoulder injury,,,,9/22/2010,,scotty mcgee
2010,Patriots,,kevin faulk,placed on ir with torn acl in right knee,,,,9/22/2010,,kevin faulk
2010,Browns,,dqwell jackson,placed on ir with pectoral muscle injury,,,,9/25/2010,,dqwell jackson
2010,Colts,,ramon humber,placed on ir with hand injury,,,,9/27/2010,,ramon humber
2010,Cowboys,,deon anderson,placed on ir,,,,9/27/2010,,deon anderson
2010,Rams,,dominique curry,placed on ir with torn acl in right knee,,,,9/27/2010,,dominique curry
2010,Giants,,michael johnson derrick,placed on ir with back injury,,,,9/28/2010,,michael johnson derrick
2010,Chargers,,james holt b,placed on ir with shoulder injury,,,,9/29/2010,,james holt b
2010,Chargers,,ryan neill,placed on ir with knee injury,,,,9/29/2010,,ryan neill
2010,Seahawks,,leroy hill,placed on ir with achilles tendon / calf injury,,,,10/1/2010,,leroy hill
2010,Steelers,,dennis dixon,placed on ir with left knee injury,,,,10/2/2010,,dennis dixon
2010,Chargers,,jyles tucker,placed on ir with pectoral injury,,,,10/5/2010,,jyles tucker
2010,Colts,,devin moore,placed on ir with neck injury,,,,10/5/2010,,devin moore
2010,Colts,,melvin bullitt,placed on ir with shoulder injury,,,,10/5/2010,,melvin bullitt
2010,Saints,,chris reis,placed on ir with shoulder injury,,,,10/5/2010,,chris reis
2010,Rams,,marquis johnson,placed on ir with knee injury,,,,10/6/2010,,marquis johnson
2010,Dolphins,,lionel dotson,placed on ir,,,,10/7/2010,,lionel dotson
2010,Packers,,morgan burnett,placed on ir with knee injury,,,,10/7/2010,,morgan burnett
2010,Redskins,,josh bidwell,placed on ir with right hip injury,,,,10/7/2010,,josh bidwell
2010,Titans,,derrick morgan,placed on ir with torn acl in left knee,,,,10/7/2010,,derrick morgan
2010,Rams,,mark clayton jermaine,placed on ir with torn patellar tendon in right knee,,,,10/11/2010,,mark clayton jermaine
2010,Patriots,,nick kaczur,placed on ir with back injury,,,,10/12/2010,,nick kaczur
2010,Rams,,darcy johnson,placed on ir with concussion,,,,10/12/2010,,darcy johnson
2010,Chargers,,shawne merriman,placed on ir with calf injury,,,,10/13/2010,,shawne merriman
2010,Packers,,derrick martin jerome,placed on ir with knee injury,,,,10/13/2010,,derrick martin jerome
2010,Titans,,colin allred,placed on ir with neck injury,,,,10/13/2010,,colin allred
2010,Vikings,,cedric griffin,placed on ir with torn acl in right knee,,,,10/13/2010,,cedric griffin
2010,Lions,,spencer havner,placed on ir with hamstring injury,,,,10/15/2010,,spencer havner
2010,Giants,,victor cruz,placed on ir with hamstring injury,,,,10/16/2010,,victor cruz
2010,Packers,,nick barnett,placed on ir with wrist injury,,,,10/17/2010,,nick barnett
2010,Packers,,jermichael finley,placed on ir with right knee injury,,,,10/18/2010,,jermichael finley
2010,49ers,,curtis taylor,placed on ir with quadriceps injury,,,,10/19/2010,,curtis taylor
2010,Broncos,,matthew willis  matt willis,placed on ir with foot injury,,,,10/19/2010,,matthew willis matt willis
2010,Buccaneers,,kareem huggins,placed on ir with torn acl in right knee,,,,10/19/2010,,kareem huggins
2010,Colts,,brandon king marico,placed on ir with hamstring injury,,,,10/19/2010,,brandon king marico
2010,Browns,,robaire smith,placed on ir with back injury,,,,10/20/2010,,robaire smith
2010,Browns,,tony pashos,placed on ir with ankle injury,,,,10/20/2010,,tony pashos
2010,Saints,,randall gay,placed on ir with concussion,,,,10/20/2010,,randall gay
2010,Dolphins,,jared odrick,placed on ir with left foot injury,,,,10/22/2010,,jared odrick
2010,Chargers,,kion wilson,placed on ir with ankle injury,,,,10/23/2010,,kion wilson
2010,Ravens,,jared gaither,placed on ir with back injury,,,,10/23/2010,,jared gaither
2010,Colts,,dallas clark,placed on ir with wrist injury,,,,10/25/2010,,dallas clark
